calibration_id,level_name,nominal_value,back_calculated,percent_deviation,included
CAL-R00126,STD2,4.4,4.3665,-0.762,1
CAL-R00126,STD3,9.68,9.3079,-3.844,1
CAL-R00126,STD4,21.296,21.7394,2.082,1
CAL-R00126,STD5,46.8512,48.3405,3.179,1
CAL-R00126,STD6,103.0726,102.1189,-0.925,1
CAL-R00126,STD7,226.7598,226.1206,-0.282,1
CAL-R00126,STD8,498.8716,521.8323,4.603,1
CAL-R00127,STD1,1.0,0.9812,-1.878,1
CAL-R00127,STD2,2.2,2.2291,1.324,1
CAL-R00127,STD3,4.84,4.7468,-1.925,1
CAL-R00127,STD4,10.648,10.599,-0.46,1
CAL-R00127,STD5,23.4256,22.8401,-2.499,1
CAL-R00127,STD6,51.5363,52.8451,2.54,1
CAL-R00127,STD7,113.3799,115.5998,1.958,1
CAL-R00127,STD8,249.4358,237.5797,-4.753,1
CAL-R00128,STD1,0.5,0.5344,6.879,1
CAL-R00128,STD2,1.1,1.0536,-4.219,1
CAL-R00128,STD3,2.42,2.3214,-4.073,1
CAL-R00128,STD4,5.324,5.371,0.882,1
CAL-R00128,STD5,11.7128,11.7741,0.523,1
CAL-R00128,STD6,25.7682,26.1533,1.495,1
CAL-R00128,STD7,56.69,58.0474,2.394,1
CAL-R00128,STD8,124.7179,125.4041,0.55,1
CAL-R00129,STD1,2.0,1.9596,-2.022,1
CAL-R00129,STD2,4.4,4.3098,-2.05,1
CAL-R00129,STD3,9.68,9.4723,-2.146,1
CAL-R00129,STD4,21.296,20.8397,-2.143,1
CAL-R00129,STD5,46.8512,47.0237,0.368,1
CAL-R00129,STD6,103.0726,102.4899,-0.565,1
CAL-R00129,STD7,226.7598,227.793,0.456,1
CAL-R00129,STD8,498.8716,493.7509,-1.026,1
CAL-R00130,STD1,1.0,1.0297,2.973,1
CAL-R00130,STD2,2.2,2.2253,1.151,1
CAL-R00130,STD3,4.84,4.9603,2.485,1
CAL-R00130,STD4,10.648,10.7111,0.593,1
CAL-R00130,STD5,23.4256,22.8132,-2.614,1
CAL-R00130,STD6,51.5363,54.1449,5.062,1
CAL-R00130,STD7,113.3799,111.2672,-1.863,1
CAL-R00130,STD8,249.4358,242.0118,-2.976,1
CAL-R00131,STD1,0.5,0.5189,3.773,1
CAL-R00131,STD2,1.1,1.0817,-1.666,1
CAL-R00131,STD3,2.42,2.4427,0.936,1
CAL-R00131,STD4,5.324,5.1588,-3.103,1
CAL-R00131,STD5,11.7128,11.2591,-3.873,1
CAL-R00131,STD6,25.7682,25.7918,0.092,1
CAL-R00131,STD7,56.69,54.8646,-3.22,1
CAL-R00131,STD8,124.7179,122.1558,-2.054,1
CAL-R00132,STD1,2.0,2.1197,5.983,1
CAL-R00132,STD2,4.4,4.5268,2.883,1
CAL-R00132,STD3,9.68,10.0261,3.576,1
CAL-R00132,STD4,21.296,20.4782,-3.84,1
CAL-R00132,STD5,46.8512,48.6097,3.753,1
CAL-R00132,STD6,103.0726,102.3837,-0.668,1
CAL-R00132,STD7,226.7598,228.1846,0.628,1
CAL-R00132,STD8,498.8716,502.8478,0.797,1
CAL-R00133,STD1,1.0,0.9797,-2.031,1
CAL-R00133,STD2,2.2,2.1322,-3.08,1
CAL-R00133,STD3,4.84,4.5804,-5.363,1
CAL-R00133,STD4,10.648,10.4229,-2.114,1
CAL-R00133,STD5,23.4256,24.2903,3.691,1
CAL-R00133,STD6,51.5363,53.0512,2.94,1
CAL-R00133,STD7,113.3799,116.472,2.727,1
CAL-R00133,STD8,249.4358,244.9369,-1.804,1
CAL-R00134,STD1,0.5,0.511,2.21,1
CAL-R00134,STD2,1.1,1.0545,-4.141,1
CAL-R00134,STD3,2.42,2.4851,2.692,1
CAL-R00134,STD4,5.324,5.1817,-2.673,1
CAL-R00134,STD5,11.7128,11.8455,1.133,1
CAL-R00134,STD6,25.7682,26.2026,1.686,1
CAL-R00134,STD7,56.69,54.8695,-3.211,1
CAL-R00134,STD8,124.7179,121.262,-2.771,1
CAL-R00135,STD1,2.0,2.0072,0.359,1
CAL-R00135,STD2,4.4,4.1181,-6.408,1
CAL-R00135,STD3,9.68,9.5669,-1.169,1
CAL-R00135,STD4,21.296,21.5413,1.152,1
CAL-R00135,STD5,46.8512,47.5576,1.508,1
CAL-R00135,STD6,103.0726,99.5015,-3.465,1
CAL-R00135,STD7,226.7598,221.7181,-2.223,1
CAL-R00135,STD8,498.8716,491.3447,-1.509,1
CAL-R00136,STD1,1.0,1.0095,0.946,1
CAL-R00136,STD2,2.2,2.3007,4.577,1
CAL-R00136,STD3,4.84,4.836,-0.082,1
CAL-R00136,STD4,10.648,10.7615,1.066,1
CAL-R00136,STD5,23.4256,24.6322,5.151,1
CAL-R00136,STD6,51.5363,49.5555,-3.844,1
CAL-R00136,STD7,113.3799,114.7155,1.178,1
CAL-R00136,STD8,249.4358,242.6608,-2.716,1
CAL-R00137,STD1,0.5,0.483,-3.406,1
CAL-R00137,STD2,1.1,1.0819,-1.642,1
CAL-R00137,STD3,2.42,2.3612,-2.432,1
CAL-R00137,STD4,5.324,5.3395,0.292,1
CAL-R00137,STD5,11.7128,11.6811,-0.271,1
CAL-R00137,STD6,25.7682,24.3493,-5.506,1
CAL-R00137,STD7,56.69,54.3653,-4.101,1
CAL-R00137,STD8,124.7179,124.2842,-0.348,1
CAL-R00138,STD1,2.0,1.9801,-0.994,1
CAL-R00138,STD2,4.4,4.3287,-1.621,1
CAL-R00138,STD3,9.68,9.7227,0.442,1
CAL-R00138,STD4,21.296,20.3921,-4.245,1
CAL-R00138,STD5,46.8512,48.49,3.498,1
CAL-R00138,STD6,103.0726,103.3466,0.266,1
CAL-R00138,STD7,226.7598,229.863,1.368,1
CAL-R00138,STD8,498.8716,509.6844,2.167,1
CAL-R00139,STD1,1.0,0.9702,-2.982,1
CAL-R00139,STD2,2.2,2.2469,2.132,1
CAL-R00139,STD3,4.84,4.75,-1.86,1
CAL-R00139,STD4,10.648,10.2048,-4.163,1
CAL-R00139,STD5,23.4256,22.212,-5.181,1
CAL-R00139,STD6,51.5363,50.5371,-1.939,1
CAL-R00139,STD7,113.3799,113.7971,0.368,1
CAL-R00139,STD8,249.4358,240.94,-3.406,1
CAL-R00140,STD1,0.5,0.4894,-2.113,1
CAL-R00140,STD2,1.1,1.0709,-2.646,1
CAL-R00140,STD3,2.42,2.4063,-0.564,1
CAL-R00140,STD4,5.324,5.5714,4.648,1
CAL-R00140,STD5,11.7128,11.2759,-3.73,1
CAL-R00140,STD6,25.7682,25.4028,-1.418,1
CAL-R00140,STD7,56.69,56.627,-0.111,1
CAL-R00140,STD8,124.7179,120.5222,-3.364,1
CAL-R00141,STD1,2.0,1.9096,-4.519,1
CAL-R00141,STD2,4.4,4.405,0.113,1
CAL-R00141,STD3,9.68,10.1232,4.579,1
CAL-R00141,STD4,21.296,20.9711,-1.526,1
CAL-R00141,STD5,46.8512,46.7703,-0.173,1
CAL-R00141,STD6,103.0726,99.9382,-3.041,1
CAL-R00141,STD7,226.7598,228.1178,0.599,1
CAL-R00141,STD8,498.8716,508.7113,1.972,1
CAL-R00142,STD1,1.0,0.9446,-5.541,1
CAL-R00142,STD2,2.2,2.2395,1.794,1
CAL-R00142,STD3,4.84,4.9673,2.63,1
CAL-R00142,STD4,10.648,11.1055,4.296,1
CAL-R00142,STD5,23.4256,23.1096,-1.349,1
CAL-R00142,STD6,51.5363,51.3006,-0.457,1
CAL-R00142,STD7,113.3799,114.7218,1.184,1
CAL-R00142,STD8,249.4358,246.3713,-1.229,1
CAL-R00143,STD1,0.5,0.4798,-4.038,1
CAL-R00143,STD2,1.1,1.1055,0.501,1
CAL-R00143,STD3,2.42,2.4014,-0.769,1
CAL-R00143,STD4,5.324,5.2163,-2.023,1
CAL-R00143,STD5,11.7128,11.7028,-0.085,1
CAL-R00143,STD6,25.7682,26.0433,1.068,1
CAL-R00143,STD7,56.69,57.3486,1.162,1
CAL-R00143,STD8,124.7179,125.7799,0.852,1
CAL-R00144,STD1,2.0,1.9674,-1.628,1
CAL-R00144,STD2,4.4,4.2639,-3.092,1
CAL-R00144,STD3,9.68,9.8037,1.278,1
CAL-R00144,STD4,21.296,20.7943,-2.356,1
CAL-R00144,STD5,46.8512,48.6664,3.874,1
CAL-R00144,STD6,103.0726,104.3914,1.279,1
CAL-R00144,STD7,226.7598,235.9502,4.053,1
CAL-R00144,STD8,498.8716,498.7633,-0.022,1
CAL-R00145,STD1,1.0,1.0152,1.518,1
CAL-R00145,STD2,2.2,2.1302,-3.173,1
CAL-R00145,STD3,4.84,4.9074,1.392,1
CAL-R00145,STD4,10.648,10.9358,2.703,1
CAL-R00145,STD5,23.4256,23.5952,0.724,1
CAL-R00145,STD6,51.5363,53.1126,3.059,1
CAL-R00145,STD7,113.3799,114.3886,0.89,1
CAL-R00145,STD8,249.4358,257.3754,3.183,1
CAL-R00146,STD1,0.5,0.5073,1.451,1
CAL-R00146,STD2,1.1,1.102,0.185,1
CAL-R00146,STD3,2.42,2.4481,1.16,1
CAL-R00146,STD4,5.324,5.2565,-1.269,1
CAL-R00146,STD5,11.7128,11.8088,0.819,1
CAL-R00146,STD6,25.7682,25.5706,-0.767,1
CAL-R00146,STD7,56.69,54.91,-3.14,1
CAL-R00146,STD8,124.7179,122.0249,-2.159,1
CAL-R00147,STD1,2.0,2.0347,1.736,1
CAL-R00147,STD2,4.4,4.4008,0.018,1
CAL-R00147,STD3,9.68,10.0678,4.006,1
CAL-R00147,STD4,21.296,20.2196,-5.054,1
CAL-R00147,STD5,46.8512,46.7751,-0.162,1
CAL-R00147,STD6,103.0726,101.322,-1.698,1
CAL-R00147,STD7,226.7598,227.5501,0.348,1
CAL-R00147,STD8,498.8716,488.7945,-2.02,1
CAL-R00148,STD1,1.0,0.9702,-2.975,1
CAL-R00148,STD2,2.2,2.1232,-3.491,1
CAL-R00148,STD3,4.84,5.0356,4.042,1
CAL-R00148,STD4,10.648,10.1855,-4.344,1
CAL-R00148,STD5,23.4256,23.0235,-1.716,1
CAL-R00148,STD6,51.5363,53.1262,3.085,1
CAL-R00148,STD7,113.3799,119.0776,5.025,1
CAL-R00148,STD8,249.4358,256.3863,2.786,1
CAL-R00149,STD1,0.5,0.5192,3.83,1
CAL-R00149,STD2,1.1,1.0541,-4.169,1
CAL-R00149,STD3,2.42,2.4753,2.284,1
CAL-R00149,STD4,5.324,5.4131,1.673,1
CAL-R00149,STD5,11.7128,11.4595,-2.162,1
CAL-R00149,STD6,25.7682,27.7285,7.608,1
CAL-R00149,STD7,56.69,58.8445,3.801,1
CAL-R00149,STD8,124.7179,124.6365,-0.065,1
CAL-R00150,STD1,2.0,1.964,-1.798,1
CAL-R00150,STD2,4.4,4.2763,-2.811,1
CAL-R00150,STD3,9.68,10.2327,5.71,1
CAL-R00150,STD4,21.296,22.1772,4.138,1
CAL-R00150,STD5,46.8512,46.2089,-1.371,1
CAL-R00150,STD6,103.0726,104.8667,1.741,1
CAL-R00150,STD7,226.7598,232.1817,2.391,1
CAL-R00150,STD8,498.8716,495.7938,-0.617,1
CAL-R00151,STD1,1.0,0.9952,-0.477,1
CAL-R00151,STD2,2.2,2.205,0.227,1
CAL-R00151,STD3,4.84,4.9789,2.871,1
CAL-R00151,STD4,10.648,10.3466,-2.83,1
CAL-R00151,STD5,23.4256,22.9997,-1.818,1
CAL-R00151,STD6,51.5363,52.8065,2.465,1
CAL-R00151,STD7,113.3799,116.9242,3.126,1
CAL-R00151,STD8,249.4358,245.469,-1.59,1
CAL-R00152,STD1,0.5,0.4926,-1.471,1
CAL-R00152,STD2,1.1,1.0766,-2.127,1
CAL-R00152,STD3,2.42,2.2734,-6.058,1
CAL-R00152,STD4,5.324,5.5688,4.599,1
CAL-R00152,STD5,11.7128,12.6081,7.644,1
CAL-R00152,STD6,25.7682,24.2806,-5.773,1
CAL-R00152,STD7,56.69,54.662,-3.577,1
CAL-R00152,STD8,124.7179,126.2121,1.198,1
CAL-R00153,STD1,2.0,2.0331,1.655,1
CAL-R00153,STD2,4.4,4.2418,-3.596,1
CAL-R00153,STD3,9.68,9.6649,-0.156,1
CAL-R00153,STD4,21.296,20.6112,-3.215,1
CAL-R00153,STD5,46.8512,46.0343,-1.744,1
CAL-R00153,STD6,103.0726,98.0212,-4.901,1
CAL-R00153,STD7,226.7598,215.8442,-4.814,1
CAL-R00153,STD8,498.8716,499.0362,0.033,1
CAL-R00154,STD1,1.0,0.9479,-5.215,1
CAL-R00154,STD2,2.2,2.1368,-2.875,1
CAL-R00154,STD3,4.84,4.9673,2.631,1
CAL-R00154,STD4,10.648,10.4228,-2.115,1
CAL-R00154,STD5,23.4256,24.5887,4.965,1
CAL-R00154,STD6,51.5363,52.763,2.38,1
CAL-R00154,STD7,113.3799,118.8697,4.842,1
CAL-R00154,STD8,249.4358,232.5928,-6.752,1
CAL-R00155,STD1,0.5,0.518,3.605,1
CAL-R00155,STD2,1.1,1.0416,-5.306,1
CAL-R00155,STD3,2.42,2.3574,-2.588,1
CAL-R00155,STD4,5.324,5.1564,-3.149,1
CAL-R00155,STD5,11.7128,11.2756,-3.732,1
CAL-R00155,STD6,25.7682,25.9414,0.672,1
CAL-R00155,STD7,56.69,55.5692,-1.977,1
CAL-R00155,STD8,124.7179,119.6248,-4.084,1
CAL-R00156,STD1,2.0,1.9761,-1.193,1
CAL-R00156,STD2,4.4,4.3401,-1.362,1
CAL-R00156,STD3,9.68,9.7847,1.081,1
CAL-R00156,STD4,21.296,19.8726,-6.684,1
CAL-R00156,STD5,46.8512,47.2331,0.815,1
CAL-R00156,STD6,103.0726,106.5073,3.332,1
CAL-R00156,STD7,226.7598,228.6127,0.817,1
CAL-R00156,STD8,498.8716,517.1812,3.67,1
CAL-R00157,STD1,1.0,1.0576,5.76,1
CAL-R00157,STD2,2.2,2.1117,-4.015,1
CAL-R00157,STD3,4.84,4.747,-1.921,1
CAL-R00157,STD4,10.648,10.6804,0.304,1
CAL-R00157,STD5,23.4256,23.2221,-0.869,1
CAL-R00157,STD6,51.5363,50.6579,-1.704,1
CAL-R00157,STD7,113.3799,115.7764,2.114,1
CAL-R00157,STD8,249.4358,253.428,1.6,1
CAL-R00158,STD1,0.5,0.5065,1.299,1
CAL-R00158,STD2,1.1,1.0294,-6.421,1
CAL-R00158,STD3,2.42,2.3629,-2.357,1
CAL-R00158,STD4,5.324,5.2743,-0.934,1
CAL-R00158,STD5,11.7128,11.501,-1.809,1
CAL-R00158,STD6,25.7682,24.5314,-4.8,1
CAL-R00158,STD7,56.69,57.935,2.196,1
CAL-R00158,STD8,124.7179,119.6252,-4.083,1
CAL-R00159,STD1,2.0,2.0495,2.476,1
CAL-R00159,STD2,4.4,4.3836,-0.372,1
CAL-R00159,STD3,9.68,9.7257,0.473,1
CAL-R00159,STD4,21.296,22.117,3.855,1
CAL-R00159,STD5,46.8512,46.5585,-0.625,1
CAL-R00159,STD6,103.0726,101.1765,-1.84,1
CAL-R00159,STD7,226.7598,224.6162,-0.945,1
CAL-R00159,STD8,498.8716,499.3114,0.088,1
CAL-R00160,STD1,1.0,1.0185,1.853,1
CAL-R00160,STD2,2.2,2.1306,-3.155,1
CAL-R00160,STD3,4.84,4.9469,2.208,1
CAL-R00160,STD4,10.648,10.5922,-0.524,1
CAL-R00160,STD5,23.4256,22.3183,-4.727,1
CAL-R00160,STD6,51.5363,50.9705,-1.098,1
CAL-R00160,STD7,113.3799,118.1222,4.183,1
CAL-R00160,STD8,249.4358,240.7593,-3.478,1
CAL-R00161,STD1,0.5,0.5156,3.129,1
CAL-R00161,STD2,1.1,1.1339,3.085,1
CAL-R00161,STD3,2.42,2.2719,-6.121,1
CAL-R00161,STD4,5.324,5.4174,1.754,1
CAL-R00161,STD5,11.7128,11.869,1.334,1
CAL-R00161,STD6,25.7682,26.4551,2.666,1
CAL-R00161,STD7,56.69,58.3194,2.874,1
CAL-R00161,STD8,124.7179,125.6287,0.73,1
CAL-R00162,STD1,2.0,2.0019,0.097,1
CAL-R00162,STD2,4.4,4.3706,-0.667,1
CAL-R00162,STD3,9.68,9.6907,0.11,1
CAL-R00162,STD4,21.296,21.8929,2.803,1
CAL-R00162,STD5,46.8512,45.2039,-3.516,1
CAL-R00162,STD6,103.0726,104.503,1.388,1
CAL-R00162,STD7,226.7598,227.1495,0.172,1
CAL-R00162,STD8,498.8716,491.3725,-1.503,1
CAL-R00163,STD1,1.0,1.0183,1.829,1
CAL-R00163,STD2,2.2,2.2472,2.144,1
CAL-R00163,STD3,4.84,4.9701,2.688,1
CAL-R00163,STD4,10.648,10.7364,0.83,1
CAL-R00163,STD5,23.4256,22.2073,-5.201,1
CAL-R00163,STD6,51.5363,50.9484,-1.141,1
CAL-R00163,STD7,113.3799,115.2653,1.663,1
CAL-R00163,STD8,249.4358,248.3657,-0.429,1
CAL-R00164,STD1,0.5,0.5083,1.658,1
CAL-R00164,STD2,1.1,1.0438,-5.113,1
CAL-R00164,STD3,2.42,2.4116,-0.345,1
CAL-R00164,STD4,5.324,5.4343,2.071,1
CAL-R00164,STD5,11.7128,11.5162,-1.678,1
CAL-R00164,STD6,25.7682,25.2084,-2.172,1
CAL-R00164,STD7,56.69,54.0513,-4.655,1
CAL-R00164,STD8,124.7179,128.4278,2.975,1
CAL-R00165,STD1,2.0,2.1593,7.966,1
CAL-R00165,STD2,4.4,4.5052,2.391,1
CAL-R00165,STD3,9.68,9.5205,-1.648,1
CAL-R00165,STD4,21.296,21.7924,2.331,1
CAL-R00165,STD5,46.8512,46.1773,-1.438,1
CAL-R00165,STD6,103.0726,102.7665,-0.297,1
CAL-R00165,STD7,226.7598,234.8945,3.587,1
CAL-R00165,STD8,498.8716,516.3083,3.495,1
CAL-R00166,STD1,1.0,0.978,-2.199,1
CAL-R00166,STD2,2.2,2.1821,-0.813,1
CAL-R00166,STD3,4.84,4.8052,-0.718,1
CAL-R00166,STD4,10.648,11.3071,6.19,1
CAL-R00166,STD5,23.4256,24.1499,3.092,1
CAL-R00166,STD6,51.5363,49.1862,-4.56,1
CAL-R00166,STD7,113.3799,105.6384,-6.828,1
CAL-R00166,STD8,249.4358,254.1432,1.887,1
CAL-R00167,STD1,0.5,0.5095,1.892,1
CAL-R00167,STD2,1.1,1.1093,0.848,1
CAL-R00167,STD3,2.42,2.5043,3.485,1
CAL-R00167,STD4,5.324,5.2009,-2.312,1
CAL-R00167,STD5,11.7128,11.862,1.274,1
CAL-R00167,STD6,25.7682,24.6299,-4.417,1
CAL-R00167,STD7,56.69,55.9032,-1.388,1
CAL-R00167,STD8,124.7179,126.1961,1.185,1
CAL-R00168,STD1,2.0,2.0263,1.314,1
CAL-R00168,STD2,4.4,4.311,-2.023,1
CAL-R00168,STD3,9.68,9.1604,-5.368,1
CAL-R00168,STD4,21.296,21.9083,2.875,1
CAL-R00168,STD5,46.8512,49.007,4.601,1
CAL-R00168,STD6,103.0726,99.4385,-3.526,1
CAL-R00168,STD7,226.7598,221.2699,-2.421,1
CAL-R00168,STD8,498.8716,477.4952,-4.285,1
CAL-R00169,STD1,1.0,1.0214,2.136,1
CAL-R00169,STD2,2.2,2.1802,-0.898,1
CAL-R00169,STD3,4.84,5.1229,5.845,1
CAL-R00169,STD4,10.648,10.6396,-0.079,1
CAL-R00169,STD5,23.4256,23.8256,1.707,1
CAL-R00169,STD6,51.5363,51.3028,-0.453,1
CAL-R00169,STD7,113.3799,110.657,-2.402,1
CAL-R00169,STD8,249.4358,257.3031,3.154,1
CAL-R00170,STD1,0.5,0.4717,-5.664,1
CAL-R00170,STD2,1.1,1.0971,-0.264,1
CAL-R00170,STD3,2.42,2.4134,-0.274,1
CAL-R00170,STD4,5.324,5.1104,-4.013,1
CAL-R00170,STD5,11.7128,11.857,1.231,1
CAL-R00170,STD6,25.7682,26.3088,2.098,1
CAL-R00170,STD7,56.69,56.7918,0.18,1
CAL-R00170,STD8,124.7179,125.0887,0.297,1
CAL-R00171,STD1,2.0,1.9254,-3.729,1
CAL-R00171,STD2,4.4,4.3644,-0.809,1
CAL-R00171,STD3,9.68,9.6598,-0.208,1
CAL-R00171,STD4,21.296,21.4867,0.896,1
CAL-R00171,STD5,46.8512,46.5846,-0.569,1
CAL-R00171,STD6,103.0726,103.8232,0.728,1
CAL-R00171,STD7,226.7598,242.9872,7.156,1
CAL-R00171,STD8,498.8716,495.2613,-0.724,1
CAL-R00172,STD1,1.0,1.0228,2.279,1
CAL-R00172,STD2,2.2,2.0822,-5.356,1
CAL-R00172,STD3,4.84,4.917,1.591,1
CAL-R00172,STD4,10.648,10.0964,-5.18,1
CAL-R00172,STD5,23.4256,23.0286,-1.695,1
CAL-R00172,STD6,51.5363,50.6059,-1.805,1
CAL-R00172,STD7,113.3799,112.4855,-0.789,1
CAL-R00172,STD8,249.4358,250.5768,0.457,1
CAL-R00173,STD1,0.5,0.463,-7.396,1
CAL-R00173,STD2,1.1,1.0381,-5.623,1
CAL-R00173,STD3,2.42,2.3266,-3.859,1
CAL-R00173,STD4,5.324,5.0409,-5.317,1
CAL-R00173,STD5,11.7128,11.224,-4.173,1
CAL-R00173,STD6,25.7682,25.8891,0.469,1
CAL-R00173,STD7,56.69,54.7441,-3.432,1
CAL-R00173,STD8,124.7179,118.4259,-5.045,1
CAL-R00174,STD1,2.0,2.0065,0.325,1
CAL-R00174,STD2,4.4,4.2551,-3.294,1
CAL-R00174,STD3,9.68,9.3672,-3.231,1
CAL-R00174,STD4,21.296,22.2025,4.257,1
CAL-R00174,STD5,46.8512,47.8518,2.136,1
CAL-R00174,STD6,103.0726,103.2583,0.18,1
CAL-R00174,STD7,226.7598,230.321,1.57,1
CAL-R00174,STD8,498.8716,488.0903,-2.161,1
CAL-R00175,STD1,1.0,1.0379,3.788,1
CAL-R00175,STD2,2.2,2.295,4.317,1
CAL-R00175,STD3,4.84,4.9413,2.092,1
CAL-R00175,STD4,10.648,10.1681,-4.507,1
CAL-R00175,STD5,23.4256,24.1972,3.294,1
CAL-R00175,STD6,51.5363,49.8962,-3.182,1
CAL-R00175,STD7,113.3799,115.2496,1.649,1
CAL-R00175,STD8,249.4358,260.669,4.503,1
CAL-R00176,STD1,0.5,0.4993,-0.148,1
CAL-R00176,STD2,1.1,1.1155,1.407,1
CAL-R00176,STD3,2.42,2.4041,-0.656,1
CAL-R00176,STD4,5.324,5.1889,-2.537,1
CAL-R00176,STD5,11.7128,11.7041,-0.075,1
CAL-R00176,STD6,25.7682,26.6691,3.497,1
CAL-R00176,STD7,56.69,57.0093,0.563,1
CAL-R00176,STD8,124.7179,125.4983,0.626,1
CAL-R00177,STD1,2.0,2.0333,1.667,1
CAL-R00177,STD2,4.4,4.3896,-0.237,1
CAL-R00177,STD3,9.68,9.0006,-7.019,1
CAL-R00177,STD4,21.296,21.0435,-1.186,1
CAL-R00177,STD5,46.8512,46.6841,-0.357,1
CAL-R00177,STD6,103.0726,107.0527,3.861,1
CAL-R00177,STD7,226.7598,225.7664,-0.438,1
CAL-R00177,STD8,498.8716,500.7748,0.382,1
CAL-R00178,STD1,1.0,0.9511,-4.893,1
CAL-R00178,STD2,2.2,2.1101,-4.086,1
CAL-R00178,STD3,4.84,4.556,-5.869,1
CAL-R00178,STD4,10.648,10.4945,-1.442,1
CAL-R00178,STD5,23.4256,23.7019,1.179,1
CAL-R00178,STD6,51.5363,51.5137,-0.044,1
CAL-R00178,STD7,113.3799,112.728,-0.575,1
CAL-R00178,STD8,249.4358,248.7779,-0.264,1
CAL-R00179,STD1,0.5,0.4892,-2.166,1
CAL-R00179,STD2,1.1,1.147,4.276,1
CAL-R00179,STD3,2.42,2.344,-3.139,1
CAL-R00179,STD4,5.324,5.3609,0.694,1
CAL-R00179,STD5,11.7128,10.9483,-6.527,1
CAL-R00179,STD6,25.7682,25.1542,-2.383,1
CAL-R00179,STD7,56.69,54.9007,-3.156,1
CAL-R00179,STD8,124.7179,124.8724,0.124,1
CAL-R00180,STD1,2.0,1.9846,-0.77,1
CAL-R00180,STD2,4.4,4.4351,0.797,1
CAL-R00180,STD3,9.68,9.7291,0.507,1
CAL-R00180,STD4,21.296,20.7085,-2.759,1
CAL-R00180,STD5,46.8512,47.435,1.246,1
CAL-R00180,STD6,103.0726,106.6385,3.46,1
CAL-R00180,STD7,226.7598,240.7348,6.163,1
CAL-R00180,STD8,498.8716,486.36,-2.508,1
CAL-R00181,STD1,1.0,1.0439,4.392,1
CAL-R00181,STD2,2.2,2.225,1.137,1
CAL-R00181,STD3,4.84,4.6402,-4.127,1
CAL-R00181,STD4,10.648,10.8151,1.569,1
CAL-R00181,STD5,23.4256,23.2356,-0.811,1
CAL-R00181,STD6,51.5363,49.7845,-3.399,1
CAL-R00181,STD7,113.3799,114.3909,0.892,1
CAL-R00181,STD8,249.4358,239.0036,-4.182,1
CAL-R00182,STD1,0.5,0.4484,-10.316,1
CAL-R00182,STD2,1.1,1.0902,-0.887,1
CAL-R00182,STD3,2.42,2.2996,-4.977,1
CAL-R00182,STD4,5.324,5.1587,-3.104,1
CAL-R00182,STD5,11.7128,11.0293,-5.836,1
CAL-R00182,STD6,25.7682,24.5959,-4.549,1
CAL-R00182,STD7,56.69,52.7863,-6.886,1
CAL-R00182,STD8,124.7179,112.8501,-9.516,1
CAL-R00183,STD1,2.0,1.9985,-0.075,1
CAL-R00183,STD2,4.4,4.3346,-1.486,1
CAL-R00183,STD3,9.68,9.8787,2.052,1
CAL-R00183,STD4,21.296,22.2532,4.495,1
CAL-R00183,STD5,46.8512,47.8618,2.157,1
CAL-R00183,STD6,103.0726,97.5336,-5.374,1
CAL-R00183,STD7,226.7598,233.5498,2.994,1
CAL-R00183,STD8,498.8716,532.4306,6.727,1
CAL-R00184,STD1,1.0,0.991,-0.902,1
CAL-R00184,STD2,2.2,2.1852,-0.675,1
CAL-R00184,STD3,4.84,4.6367,-4.2,1
CAL-R00184,STD4,10.648,10.7588,1.04,1
CAL-R00184,STD5,23.4256,23.3046,-0.517,1
CAL-R00184,STD6,51.5363,53.6424,4.087,1
CAL-R00184,STD7,113.3799,114.2899,0.803,1
CAL-R00184,STD8,249.4358,243.1834,-2.507,1
CAL-R00185,STD1,0.5,0.5061,1.218,1
CAL-R00185,STD2,1.1,1.1332,3.015,1
CAL-R00185,STD3,2.42,2.5157,3.955,1
CAL-R00185,STD4,5.324,5.4395,2.17,1
CAL-R00185,STD5,11.7128,11.4518,-2.228,1
CAL-R00185,STD6,25.7682,26.6875,3.568,1
CAL-R00185,STD7,56.69,51.827,-8.578,1
CAL-R00185,STD8,124.7179,124.9761,0.207,1
CAL-R00186,STD1,2.0,2.0502,2.511,1
CAL-R00186,STD2,4.4,4.5834,4.167,1
CAL-R00186,STD3,9.68,10.7776,11.339,1
CAL-R00186,STD4,21.296,22.6822,6.509,1
CAL-R00186,STD5,46.8512,51.1323,9.138,1
CAL-R00186,STD6,103.0726,109.5239,6.259,1
CAL-R00186,STD7,226.7598,238.5803,5.213,1
CAL-R00186,STD8,498.8716,525.5183,5.341,1
CAL-R00187,STD1,1.0,1.0171,1.707,1
CAL-R00187,STD2,2.2,2.1188,-3.693,1
CAL-R00187,STD3,4.84,4.9105,1.457,1
CAL-R00187,STD4,10.648,10.9176,2.532,1
CAL-R00187,STD5,23.4256,23.041,-1.642,1
CAL-R00187,STD6,51.5363,51.8057,0.523,1
CAL-R00187,STD7,113.3799,109.0895,-3.784,1
CAL-R00187,STD8,249.4358,243.6975,-2.3,1
CAL-R00188,STD1,0.5,0.4545,-9.101,1
CAL-R00188,STD2,1.1,1.0815,-1.681,1
CAL-R00188,STD3,2.42,2.4312,0.463,1
CAL-R00188,STD4,5.324,5.3165,-0.141,1
CAL-R00188,STD5,11.7128,11.2014,-4.366,1
CAL-R00188,STD6,25.7682,24.8117,-3.712,1
