run_id,qc_level,evaluation_type,nominal_value,measured_value,units,percent_bias,replicate_number,injection_index,analyte_area,is_area,area_ratio,retention_time,manual_integration,pass_fail,acceptance_limit_lower,acceptance_limit_upper,ingest_id,source_row
R00177,low_qc,quantitative,6.0,5.6312,ng/mL,-6.147,1,1,136234.8,145157.7,0.93853,4.235,0,pass,-15.0,15.0,,synthetic:R00177:low_qc:1
R00177,low_qc,quantitative,6.0,5.8538,ng/mL,-2.4365,2,2,139602.6,143088.9,0.97564,4.191,0,pass,-15.0,15.0,,synthetic:R00177:low_qc:2
R00177,mid_qc,quantitative,150.0,150.6136,ng/mL,0.4091,1,3,154358.7,153729.9,1.00409,4.216,0,pass,-15.0,15.0,,synthetic:R00177:mid_qc:1
R00177,mid_qc,quantitative,150.0,151.7144,ng/mL,1.1429,2,4,148304.8,146628.9,1.01143,4.268,0,pass,-15.0,15.0,,synthetic:R00177:mid_qc:2
R00177,high_qc,quantitative,400.0,402.0184,ng/mL,0.5046,1,5,157143.1,156354.1,1.00505,4.191,0,pass,-15.0,15.0,,synthetic:R00177:high_qc:1
R00177,high_qc,quantitative,400.0,410.9352,ng/mL,2.7338,2,6,154931.8,150809.0,1.02734,4.206,0,pass,-15.0,15.0,,synthetic:R00177:high_qc:2
R00178,low_qc,quantitative,3.0,3.0166,ng/mL,0.5536,1,1,139573.2,138804.7,1.00554,4.215,0,pass,-15.0,15.0,,synthetic:R00178:low_qc:1
R00178,low_qc,quantitative,3.0,3.0225,ng/mL,0.7488,2,2,152237.8,151106.3,1.00749,4.198,0,pass,-15.0,15.0,,synthetic:R00178:low_qc:2
R00178,mid_qc,quantitative,30.0,31.8838,ng/mL,6.2795,1,3,159815.4,150372.7,1.06279,4.214,0,pass,-15.0,15.0,,synthetic:R00178:mid_qc:1
R00178,mid_qc,quantitative,30.0,28.9351,ng/mL,-3.5498,2,4,147279.7,152700.3,0.9645,4.229,0,pass,-15.0,15.0,,synthetic:R00178:mid_qc:2
R00178,high_qc,quantitative,80.0,78.9089,ng/mL,-1.3639,1,5,141487.8,143444.3,0.98636,4.191,0,pass,-15.0,15.0,,synthetic:R00178:high_qc:1
R00178,high_qc,quantitative,80.0,79.6127,ng/mL,-0.4841,2,6,148180.5,148901.3,0.99516,4.213,0,pass,-15.0,15.0,,synthetic:R00178:high_qc:2
R00179,low_qc,quantitative,1.5,1.4873,ng/mL,-0.846,1,1,144363.6,145595.3,0.99154,4.216,0,pass,-15.0,15.0,,synthetic:R00179:low_qc:1
R00179,low_qc,quantitative,1.5,1.5725,ng/mL,4.8313,2,2,164352.3,156777.8,1.04831,4.201,0,pass,-15.0,15.0,,synthetic:R00179:low_qc:2
R00179,mid_qc,quantitative,75.0,73.4432,ng/mL,-2.0757,1,3,150419.4,153607.9,0.97924,4.206,0,pass,-15.0,15.0,,synthetic:R00179:mid_qc:1
R00179,mid_qc,quantitative,75.0,75.8187,ng/mL,1.0916,2,4,151410.1,149775.2,1.01092,4.229,0,pass,-15.0,15.0,,synthetic:R00179:mid_qc:2
R00179,high_qc,quantitative,200.0,201.3515,ng/mL,0.6757,1,5,160102.5,159027.9,1.00676,4.199,0,pass,-15.0,15.0,,synthetic:R00179:high_qc:1
R00179,high_qc,quantitative,200.0,207.9081,ng/mL,3.9541,2,6,163411.5,157195.9,1.03954,4.214,0,pass,-15.0,15.0,,synthetic:R00179:high_qc:2
R00180,low_qc,quantitative,6.0,5.9918,ng/mL,-0.136,1,1,153848.9,154058.4,0.99864,4.184,0,pass,-15.0,15.0,,synthetic:R00180:low_qc:1
R00180,low_qc,quantitative,6.0,5.4226,ng/mL,-9.6235,2,2,137198.5,151807.7,0.90376,4.21,0,pass,-15.0,15.0,,synthetic:R00180:low_qc:2
R00180,mid_qc,quantitative,150.0,146.452,ng/mL,-2.3653,1,3,146034.9,149572.8,0.97635,4.203,0,pass,-15.0,15.0,,synthetic:R00180:mid_qc:1
R00180,mid_qc,quantitative,150.0,149.5733,ng/mL,-0.2845,2,4,146045.0,146461.6,0.99716,4.226,0,pass,-15.0,15.0,,synthetic:R00180:mid_qc:2
R00180,high_qc,quantitative,400.0,381.279,ng/mL,-4.6802,1,5,140529.4,147429.4,0.9532,4.208,0,pass,-15.0,15.0,,synthetic:R00180:high_qc:1
R00180,high_qc,quantitative,400.0,359.6337,ng/mL,-10.0916,2,6,134488.7,149584.1,0.89908,4.209,0,pass,-15.0,15.0,,synthetic:R00180:high_qc:2
R00181,low_qc,quantitative,3.0,3.0156,ng/mL,0.5208,1,1,158801.2,157978.3,1.00521,4.21,0,pass,-15.0,15.0,,synthetic:R00181:low_qc:1
R00181,low_qc,quantitative,3.0,3.0663,ng/mL,2.2087,2,2,142358.8,139282.5,1.02209,4.232,0,pass,-15.0,15.0,,synthetic:R00181:low_qc:2
R00181,mid_qc,quantitative,30.0,31.586,ng/mL,5.2865,1,3,165550.9,157238.5,1.05287,4.198,0,pass,-15.0,15.0,,synthetic:R00181:mid_qc:1
R00181,mid_qc,quantitative,30.0,29.7655,ng/mL,-0.7817,2,4,154218.4,155433.5,0.99218,4.228,0,pass,-15.0,15.0,,synthetic:R00181:mid_qc:2
R00181,high_qc,quantitative,80.0,84.4564,ng/mL,5.5706,1,5,152691.2,144634.2,1.05571,4.165,0,pass,-15.0,15.0,,synthetic:R00181:high_qc:1
R00181,high_qc,quantitative,80.0,82.2975,ng/mL,2.8719,2,6,158752.8,154320.8,1.02872,4.178,0,pass,-15.0,15.0,,synthetic:R00181:high_qc:2
R00182,low_qc,quantitative,1.5,1.4361,ng/mL,-4.2568,1,1,138575.4,144736.5,0.95743,4.2,0,pass,-15.0,15.0,,synthetic:R00182:low_qc:1
R00182,low_qc,quantitative,1.5,1.4949,ng/mL,-0.3367,2,2,140646.5,141121.6,0.99663,4.22,0,pass,-15.0,15.0,,synthetic:R00182:low_qc:2
R00182,mid_qc,quantitative,75.0,70.7529,ng/mL,-5.6628,1,3,132951.2,140931.8,0.94337,4.193,0,pass,-15.0,15.0,,synthetic:R00182:mid_qc:1
R00182,mid_qc,quantitative,75.0,73.3889,ng/mL,-2.1482,2,4,148878.6,152147.0,0.97852,4.24,0,pass,-15.0,15.0,,synthetic:R00182:mid_qc:2
R00182,high_qc,quantitative,200.0,202.0996,ng/mL,1.0498,1,5,145707.8,144194.1,1.0105,4.219,0,pass,-15.0,15.0,,synthetic:R00182:high_qc:1
R00182,high_qc,quantitative,200.0,203.0367,ng/mL,1.5184,2,6,148965.4,146737.4,1.01518,4.168,0,pass,-15.0,15.0,,synthetic:R00182:high_qc:2
R00183,low_qc,quantitative,6.0,7.1009,ng/mL,18.3482,1,1,178354.0,150702.8,1.18348,4.228,0,fail,-15.0,15.0,,synthetic:R00183:low_qc:1
R00183,low_qc,quantitative,6.0,5.7786,ng/mL,-3.6902,2,2,134269.1,139413.7,0.9631,4.248,0,pass,-15.0,15.0,,synthetic:R00183:low_qc:2
R00183,mid_qc,quantitative,150.0,157.125,ng/mL,4.75,1,3,160544.7,153264.7,1.0475,4.266,0,pass,-15.0,15.0,,synthetic:R00183:mid_qc:1
R00183,mid_qc,quantitative,150.0,152.4857,ng/mL,1.6571,2,4,153295.4,150796.5,1.01657,4.168,0,pass,-15.0,15.0,,synthetic:R00183:mid_qc:2
R00183,high_qc,quantitative,400.0,400.3533,ng/mL,0.0883,1,5,155810.0,155672.5,1.00088,4.212,0,pass,-15.0,15.0,,synthetic:R00183:high_qc:1
R00183,high_qc,quantitative,400.0,394.2419,ng/mL,-1.4395,2,6,149016.4,151192.9,0.9856,4.191,0,pass,-15.0,15.0,,synthetic:R00183:high_qc:2
R00184,low_qc,quantitative,3.0,3.01,ng/mL,0.3333,1,1,154417.1,153904.1,1.00333,4.202,0,pass,-15.0,15.0,,synthetic:R00184:low_qc:1
R00184,low_qc,quantitative,3.0,2.9182,ng/mL,-2.7263,2,2,144791.2,148849.2,0.97274,4.206,0,pass,-15.0,15.0,,synthetic:R00184:low_qc:2
R00184,mid_qc,quantitative,30.0,29.8534,ng/mL,-0.4885,1,3,152005.8,152752.0,0.99511,4.236,0,pass,-15.0,15.0,,synthetic:R00184:mid_qc:1
R00184,mid_qc,quantitative,30.0,28.1145,ng/mL,-6.285,2,4,129632.1,138326.0,0.93715,4.222,0,pass,-15.0,15.0,,synthetic:R00184:mid_qc:2
R00184,high_qc,quantitative,80.0,84.7577,ng/mL,5.9472,1,5,146730.6,138494.2,1.05947,4.224,0,pass,-15.0,15.0,,synthetic:R00184:high_qc:1
R00184,high_qc,quantitative,80.0,76.4099,ng/mL,-4.4876,2,6,159748.1,167253.8,0.95512,4.219,0,pass,-15.0,15.0,,synthetic:R00184:high_qc:2
R00185,low_qc,quantitative,1.5,1.4298,ng/mL,-4.6824,1,1,143343.3,150385.0,0.95318,4.191,0,pass,-15.0,15.0,,synthetic:R00185:low_qc:1
R00185,low_qc,quantitative,1.5,1.4903,ng/mL,-0.6437,2,2,147854.4,148812.3,0.99356,4.23,0,pass,-15.0,15.0,,synthetic:R00185:low_qc:2
R00185,mid_qc,quantitative,75.0,75.8441,ng/mL,1.1255,1,3,147854.7,146209.0,1.01126,4.212,0,pass,-15.0,15.0,,synthetic:R00185:mid_qc:1
R00185,mid_qc,quantitative,75.0,71.9838,ng/mL,-4.0217,2,4,132701.9,138262.3,0.95978,4.223,0,pass,-15.0,15.0,,synthetic:R00185:mid_qc:2
R00185,high_qc,quantitative,200.0,209.9584,ng/mL,4.9792,1,5,148611.9,141563.1,1.04979,4.208,0,pass,-15.0,15.0,,synthetic:R00185:high_qc:1
R00185,high_qc,quantitative,200.0,198.9148,ng/mL,-0.5426,2,6,147420.0,148224.2,0.99457,4.2,0,pass,-15.0,15.0,,synthetic:R00185:high_qc:2
R00186,low_qc,quantitative,6.0,6.3642,ng/mL,6.0701,1,1,155725.9,146814.2,1.0607,4.201,0,pass,-15.0,15.0,,synthetic:R00186:low_qc:1
R00186,low_qc,quantitative,6.0,6.2639,ng/mL,4.3989,2,2,161729.4,154914.9,1.04399,4.202,0,pass,-15.0,15.0,,synthetic:R00186:low_qc:2
R00186,mid_qc,quantitative,150.0,166.6893,ng/mL,11.1262,1,3,174621.4,157137.9,1.11126,4.229,0,pass,-15.0,15.0,,synthetic:R00186:mid_qc:1
R00186,mid_qc,quantitative,150.0,164.3478,ng/mL,9.5652,2,4,157860.2,144078.8,1.09565,4.197,0,pass,-15.0,15.0,,synthetic:R00186:mid_qc:2
R00186,high_qc,quantitative,400.0,426.8073,ng/mL,6.7018,1,5,161852.7,151686.9,1.06702,4.23,0,pass,-15.0,15.0,,synthetic:R00186:high_qc:1
R00186,high_qc,quantitative,400.0,392.0359,ng/mL,-1.991,2,6,148277.6,151289.9,0.98009,4.199,0,pass,-15.0,15.0,,synthetic:R00186:high_qc:2
R00187,low_qc,quantitative,3.0,2.9771,ng/mL,-0.7639,1,1,154392.6,155581.1,0.99236,4.202,0,pass,-15.0,15.0,,synthetic:R00187:low_qc:1
R00187,low_qc,quantitative,3.0,2.966,ng/mL,-1.1331,2,2,140428.3,142037.7,0.98867,4.208,0,pass,-15.0,15.0,,synthetic:R00187:low_qc:2
R00187,mid_qc,quantitative,30.0,28.6662,ng/mL,-4.446,1,3,147782.8,154658.9,0.95554,4.221,0,pass,-15.0,15.0,,synthetic:R00187:mid_qc:1
R00187,mid_qc,quantitative,30.0,31.4246,ng/mL,4.7485,2,4,151636.5,144762.5,1.04749,4.198,0,pass,-15.0,15.0,,synthetic:R00187:mid_qc:2
R00187,high_qc,quantitative,80.0,80.6873,ng/mL,0.8591,1,5,169944.8,168497.2,1.00859,4.187,0,pass,-15.0,15.0,,synthetic:R00187:high_qc:1
R00187,high_qc,quantitative,80.0,79.4916,ng/mL,-0.6355,2,6,148432.5,149381.8,0.99364,4.237,0,pass,-15.0,15.0,,synthetic:R00187:high_qc:2
R00188,low_qc,quantitative,1.5,1.5346,ng/mL,2.3066,1,1,157793.6,154235.9,1.02307,4.196,0,pass,-15.0,15.0,,synthetic:R00188:low_qc:1
R00188,low_qc,quantitative,1.5,1.552,ng/mL,3.4637,2,2,155668.6,150457.3,1.03464,4.211,0,pass,-15.0,15.0,,synthetic:R00188:low_qc:2
R00188,mid_qc,quantitative,75.0,79.6818,ng/mL,6.2424,1,3,161329.8,151850.7,1.06242,4.201,0,pass,-15.0,15.0,,synthetic:R00188:mid_qc:1
R00188,mid_qc,quantitative,75.0,78.2661,ng/mL,4.3548,2,4,161542.4,154801.0,1.04355,4.206,0,pass,-15.0,15.0,,synthetic:R00188:mid_qc:2
R00188,high_qc,quantitative,200.0,205.1898,ng/mL,2.5949,1,5,163111.8,158986.2,1.02595,4.181,0,pass,-15.0,15.0,,synthetic:R00188:high_qc:1
R00188,high_qc,quantitative,200.0,218.5615,ng/mL,9.2807,2,6,155097.2,141925.5,1.09281,4.227,0,pass,-15.0,15.0,,synthetic:R00188:high_qc:2
R00189,low_qc,quantitative,6.0,6.5344,ng/mL,8.9066,1,1,152431.0,139964.9,1.08907,4.217,0,pass,-15.0,15.0,,synthetic:R00189:low_qc:1
R00189,low_qc,quantitative,6.0,6.4602,ng/mL,7.6701,2,2,165534.4,153742.3,1.0767,4.194,0,pass,-15.0,15.0,,synthetic:R00189:low_qc:2
R00189,mid_qc,quantitative,150.0,158.5598,ng/mL,5.7065,1,3,153888.6,145581.0,1.05707,4.191,0,pass,-15.0,15.0,,synthetic:R00189:mid_qc:1
R00189,mid_qc,quantitative,150.0,156.666,ng/mL,4.444,2,4,161875.4,154987.8,1.04444,4.203,0,pass,-15.0,15.0,,synthetic:R00189:mid_qc:2
R00189,high_qc,quantitative,400.0,415.6129,ng/mL,3.9032,1,5,157390.8,151478.2,1.03903,4.224,0,pass,-15.0,15.0,,synthetic:R00189:high_qc:1
R00189,high_qc,quantitative,400.0,436.1159,ng/mL,9.029,2,6,171653.5,157438.4,1.09029,4.217,0,pass,-15.0,15.0,,synthetic:R00189:high_qc:2
R00190,low_qc,quantitative,3.0,3.1477,ng/mL,4.9229,1,1,159464.4,151982.5,1.04923,4.184,0,pass,-15.0,15.0,,synthetic:R00190:low_qc:1
R00190,low_qc,quantitative,3.0,3.2823,ng/mL,9.4103,2,2,174624.2,159604.9,1.0941,4.198,0,pass,-15.0,15.0,,synthetic:R00190:low_qc:2
R00190,mid_qc,quantitative,30.0,29.1558,ng/mL,-2.8139,1,3,154405.1,158875.7,0.97186,4.166,0,pass,-15.0,15.0,,synthetic:R00190:mid_qc:1
R00190,mid_qc,quantitative,30.0,29.8672,ng/mL,-0.4428,2,4,154394.5,155081.3,0.99557,4.209,0,pass,-15.0,15.0,,synthetic:R00190:mid_qc:2
R00190,high_qc,quantitative,80.0,84.1691,ng/mL,5.2114,1,5,163216.0,155131.4,1.05211,4.238,0,pass,-15.0,15.0,,synthetic:R00190:high_qc:1
R00190,high_qc,quantitative,80.0,79.7233,ng/mL,-0.3458,2,6,152717.6,153247.6,0.99654,4.2,0,pass,-15.0,15.0,,synthetic:R00190:high_qc:2
R00191,low_qc,quantitative,1.5,1.5151,ng/mL,1.0046,1,1,151682.9,150174.2,1.01005,4.214,0,pass,-15.0,15.0,,synthetic:R00191:low_qc:1
R00191,low_qc,quantitative,1.5,1.4834,ng/mL,-1.1035,2,2,143295.9,144894.8,0.98896,4.208,0,pass,-15.0,15.0,,synthetic:R00191:low_qc:2
R00191,mid_qc,quantitative,75.0,68.7718,ng/mL,-8.3042,1,3,143368.8,156352.7,0.91696,4.19,0,pass,-15.0,15.0,,synthetic:R00191:mid_qc:1
R00191,mid_qc,quantitative,75.0,73.7248,ng/mL,-1.7003,2,4,143030.4,145504.4,0.983,4.22,0,pass,-15.0,15.0,,synthetic:R00191:mid_qc:2
R00191,high_qc,quantitative,200.0,194.667,ng/mL,-2.6665,1,5,149609.8,153708.4,0.97334,4.211,0,pass,-15.0,15.0,,synthetic:R00191:high_qc:1
R00191,high_qc,quantitative,200.0,191.7248,ng/mL,-4.1376,2,6,133648.1,139416.6,0.95862,4.219,0,pass,-15.0,15.0,,synthetic:R00191:high_qc:2
R00192,low_qc,quantitative,6.0,6.9894,ng/mL,16.4901,1,1,170111.1,146030.5,1.1649,4.221,0,fail,-15.0,15.0,,synthetic:R00192:low_qc:1
R00192,low_qc,quantitative,6.0,6.3054,ng/mL,5.0907,2,2,158876.8,151180.6,1.05091,4.174,0,pass,-15.0,15.0,,synthetic:R00192:low_qc:2
R00192,mid_qc,quantitative,150.0,163.6399,ng/mL,9.0933,1,3,183663.2,168354.3,1.09093,4.249,0,pass,-15.0,15.0,,synthetic:R00192:mid_qc:1
R00192,mid_qc,quantitative,150.0,168.9061,ng/mL,12.6041,2,4,160329.7,142383.6,1.12604,4.162,0,pass,-15.0,15.0,,synthetic:R00192:mid_qc:2
R00192,high_qc,quantitative,400.0,423.1945,ng/mL,5.7986,1,5,144013.0,136119.9,1.05799,4.23,0,pass,-15.0,15.0,,synthetic:R00192:high_qc:1
R00192,high_qc,quantitative,400.0,439.3407,ng/mL,9.8352,2,6,155494.5,141570.8,1.09835,4.232,0,pass,-15.0,15.0,,synthetic:R00192:high_qc:2
R00193,low_qc,quantitative,3.0,3.0499,ng/mL,1.6649,1,1,161974.7,159322.2,1.01665,4.277,0,pass,-15.0,15.0,,synthetic:R00193:low_qc:1
R00193,low_qc,quantitative,3.0,3.4339,ng/mL,14.4639,2,2,173426.7,151512.1,1.14464,4.186,0,pass,-15.0,15.0,,synthetic:R00193:low_qc:2
R00193,mid_qc,quantitative,30.0,29.8513,ng/mL,-0.4955,1,3,145866.0,146592.4,0.99504,4.203,0,pass,-15.0,15.0,,synthetic:R00193:mid_qc:1
R00193,mid_qc,quantitative,30.0,29.9266,ng/mL,-0.2445,2,4,146019.9,146377.9,0.99755,4.216,0,pass,-15.0,15.0,,synthetic:R00193:mid_qc:2
R00193,high_qc,quantitative,80.0,81.0184,ng/mL,1.273,1,5,150030.3,148144.4,1.01273,4.194,0,pass,-15.0,15.0,,synthetic:R00193:high_qc:1
R00193,high_qc,quantitative,80.0,72.9452,ng/mL,-8.8185,2,6,147953.5,162262.7,0.91181,4.185,0,pass,-15.0,15.0,,synthetic:R00193:high_qc:2
R00194,low_qc,quantitative,1.5,1.4364,ng/mL,-4.241,1,1,146467.0,152953.8,0.95759,4.211,0,pass,-15.0,15.0,,synthetic:R00194:low_qc:1
R00194,low_qc,quantitative,1.5,1.5302,ng/mL,2.0118,2,2,156663.0,153573.5,1.02012,4.221,0,pass,-15.0,15.0,,synthetic:R00194:low_qc:2
R00194,mid_qc,quantitative,75.0,71.1702,ng/mL,-5.1065,1,3,141953.7,149592.6,0.94894,4.198,0,pass,-15.0,15.0,,synthetic:R00194:mid_qc:1
R00194,mid_qc,quantitative,75.0,69.0262,ng/mL,-7.9651,2,4,133322.1,144860.4,0.92035,4.182,0,pass,-15.0,15.0,,synthetic:R00194:mid_qc:2
R00194,high_qc,quantitative,200.0,193.1082,ng/mL,-3.4459,1,5,144339.1,149490.4,0.96554,4.228,0,pass,-15.0,15.0,,synthetic:R00194:high_qc:1
R00194,high_qc,quantitative,200.0,209.0394,ng/mL,4.5197,2,6,152905.2,146293.2,1.0452,4.225,0,pass,-15.0,15.0,,synthetic:R00194:high_qc:2
R00195,low_qc,quantitative,6.0,6.4007,ng/mL,6.6783,1,1,154719.7,145033.9,1.06678,4.179,0,pass,-15.0,15.0,,synthetic:R00195:low_qc:1
R00195,low_qc,quantitative,6.0,6.5561,ng/mL,9.2686,2,2,175804.6,160892.2,1.09269,4.227,0,pass,-15.0,15.0,,synthetic:R00195:low_qc:2
R00195,mid_qc,quantitative,150.0,160.4191,ng/mL,6.946,1,3,161029.5,150570.8,1.06946,4.229,0,pass,-15.0,15.0,,synthetic:R00195:mid_qc:1
R00195,mid_qc,quantitative,150.0,164.767,ng/mL,9.8447,2,4,170821.6,155511.9,1.09845,4.172,0,pass,-15.0,15.0,,synthetic:R00195:mid_qc:2
R00195,high_qc,quantitative,400.0,524.5828,ng/mL,31.1457,1,5,200052.2,152542.0,1.31146,4.188,0,fail,-15.0,15.0,,synthetic:R00195:high_qc:1
R00195,high_qc,quantitative,400.0,426.8739,ng/mL,6.7185,2,6,167509.2,156963.7,1.06718,4.209,0,pass,-15.0,15.0,,synthetic:R00195:high_qc:2
R00196,low_qc,quantitative,3.0,3.0629,ng/mL,2.0979,1,1,157366.0,154132.5,1.02098,4.19,0,pass,-15.0,15.0,,synthetic:R00196:low_qc:1
R00196,low_qc,quantitative,3.0,2.9612,ng/mL,-1.2929,2,2,138423.2,140236.3,0.98707,4.191,0,pass,-15.0,15.0,,synthetic:R00196:low_qc:2
R00196,mid_qc,quantitative,30.0,28.7743,ng/mL,-4.0855,1,3,153223.1,159749.7,0.95914,4.216,0,pass,-15.0,15.0,,synthetic:R00196:mid_qc:1
R00196,mid_qc,quantitative,30.0,29.5678,ng/mL,-1.4407,2,4,141616.4,143686.4,0.98559,4.2,0,pass,-15.0,15.0,,synthetic:R00196:mid_qc:2
R00196,high_qc,quantitative,80.0,81.8174,ng/mL,2.2717,1,5,142981.4,139805.4,1.02272,4.204,0,pass,-15.0,15.0,,synthetic:R00196:high_qc:1
R00196,high_qc,quantitative,80.0,80.3467,ng/mL,0.4333,2,6,143293.9,142675.6,1.00433,4.193,0,pass,-15.0,15.0,,synthetic:R00196:high_qc:2
R00197,low_qc,quantitative,1.5,1.5287,ng/mL,1.9155,1,1,149956.1,147137.6,1.01916,4.204,0,pass,-15.0,15.0,,synthetic:R00197:low_qc:1
R00197,low_qc,quantitative,1.5,1.5106,ng/mL,0.7052,2,2,150796.8,149740.8,1.00705,4.212,0,pass,-15.0,15.0,,synthetic:R00197:low_qc:2
R00197,mid_qc,quantitative,75.0,75.331,ng/mL,0.4414,1,3,147539.8,146891.4,1.00441,4.232,0,pass,-15.0,15.0,,synthetic:R00197:mid_qc:1
R00197,mid_qc,quantitative,75.0,75.9102,ng/mL,1.2136,2,4,153780.2,151936.3,1.01214,4.209,0,pass,-15.0,15.0,,synthetic:R00197:mid_qc:2
R00197,high_qc,quantitative,200.0,199.0494,ng/mL,-0.4753,1,5,150325.0,151042.9,0.99525,4.182,0,pass,-15.0,15.0,,synthetic:R00197:high_qc:1
R00197,high_qc,quantitative,200.0,198.3935,ng/mL,-0.8032,2,6,150541.1,151760.0,0.99197,4.243,0,pass,-15.0,15.0,,synthetic:R00197:high_qc:2
R00198,low_qc,quantitative,6.0,6.688,ng/mL,11.4661,1,1,175385.0,157343.9,1.11466,4.214,0,pass,-15.0,15.0,,synthetic:R00198:low_qc:1
R00198,low_qc,quantitative,6.0,6.2002,ng/mL,3.3361,2,2,161516.9,156302.6,1.03336,4.174,0,pass,-15.0,15.0,,synthetic:R00198:low_qc:2
R00198,mid_qc,quantitative,150.0,161.5583,ng/mL,7.7055,1,3,171606.6,159329.5,1.07706,4.213,0,pass,-15.0,15.0,,synthetic:R00198:mid_qc:1
R00198,mid_qc,quantitative,150.0,160.4899,ng/mL,6.9933,2,4,169211.0,158151.0,1.06993,4.204,0,pass,-15.0,15.0,,synthetic:R00198:mid_qc:2
R00198,high_qc,quantitative,400.0,444.1161,ng/mL,11.029,1,5,173347.8,156128.3,1.11029,4.223,0,pass,-15.0,15.0,,synthetic:R00198:high_qc:1
R00198,high_qc,quantitative,400.0,407.1882,ng/mL,1.7971,2,6,150809.3,148147.0,1.01797,4.22,0,pass,-15.0,15.0,,synthetic:R00198:high_qc:2
R00199,low_qc,quantitative,3.0,3.1168,ng/mL,3.8932,1,1,164685.6,158514.3,1.03893,4.254,0,pass,-15.0,15.0,,synthetic:R00199:low_qc:1
R00199,low_qc,quantitative,3.0,3.0251,ng/mL,0.8356,2,2,148678.3,147446.2,1.00836,4.22,0,pass,-15.0,15.0,,synthetic:R00199:low_qc:2
R00199,mid_qc,quantitative,30.0,31.3114,ng/mL,4.3714,1,3,165441.4,158512.2,1.04371,4.24,0,pass,-15.0,15.0,,synthetic:R00199:mid_qc:1
R00199,mid_qc,quantitative,30.0,32.3098,ng/mL,7.6995,2,4,169098.3,157009.4,1.07699,4.189,0,pass,-15.0,15.0,,synthetic:R00199:mid_qc:2
R00199,high_qc,quantitative,80.0,83.7766,ng/mL,4.7208,1,5,159472.6,152283.6,1.04721,4.222,0,pass,-15.0,15.0,,synthetic:R00199:high_qc:1
R00199,high_qc,quantitative,80.0,81.3721,ng/mL,1.7151,2,6,154597.7,151990.9,1.01715,4.218,0,pass,-15.0,15.0,,synthetic:R00199:high_qc:2
R00200,low_qc,quantitative,1.5,1.3608,ng/mL,-9.2792,1,1,130014.7,143312.9,0.90721,4.227,0,pass,-15.0,15.0,,synthetic:R00200:low_qc:1
R00200,low_qc,quantitative,1.5,1.4715,ng/mL,-1.8983,2,2,141267.5,144001.1,0.98102,4.179,0,pass,-15.0,15.0,,synthetic:R00200:low_qc:2
R00200,mid_qc,quantitative,75.0,68.9166,ng/mL,-8.1113,1,3,146400.2,159323.3,0.91889,4.207,0,pass,-15.0,15.0,,synthetic:R00200:mid_qc:1
R00200,mid_qc,quantitative,75.0,66.9435,ng/mL,-10.742,2,4,134205.5,150356.7,0.89258,4.232,0,pass,-15.0,15.0,,synthetic:R00200:mid_qc:2
R00200,high_qc,quantitative,200.0,178.1884,ng/mL,-10.9058,1,5,128022.2,143693.2,0.89094,4.208,0,pass,-15.0,15.0,,synthetic:R00200:high_qc:1
R00200,high_qc,quantitative,200.0,190.9034,ng/mL,-4.5483,2,6,142014.9,148781.9,0.95452,4.192,0,pass,-15.0,15.0,,synthetic:R00200:high_qc:2
R00201,low_qc,quantitative,6.0,6.5201,ng/mL,8.6685,1,1,167890.7,154498.0,1.08669,4.239,0,pass,-15.0,15.0,,synthetic:R00201:low_qc:1
R00201,low_qc,quantitative,6.0,6.263,ng/mL,4.3833,2,2,169913.4,162778.4,1.04383,4.227,0,pass,-15.0,15.0,,synthetic:R00201:low_qc:2
R00201,mid_qc,quantitative,150.0,158.4676,ng/mL,5.6451,1,3,158109.7,149661.2,1.05645,4.218,0,pass,-15.0,15.0,,synthetic:R00201:mid_qc:1
R00201,mid_qc,quantitative,150.0,150.3197,ng/mL,0.2131,2,4,141928.5,141626.6,1.00213,4.225,0,pass,-15.0,15.0,,synthetic:R00201:mid_qc:2
R00201,high_qc,quantitative,400.0,440.4437,ng/mL,10.1109,1,5,167845.2,152432.9,1.10111,4.217,0,pass,-15.0,15.0,,synthetic:R00201:high_qc:1
R00201,high_qc,quantitative,400.0,442.6929,ng/mL,10.6732,2,6,168750.1,152476.0,1.10673,4.218,0,pass,-15.0,15.0,,synthetic:R00201:high_qc:2
R00202,low_qc,quantitative,3.0,2.8964,ng/mL,-3.4537,1,1,143868.5,149015.1,0.96546,4.25,0,pass,-15.0,15.0,,synthetic:R00202:low_qc:1
R00202,low_qc,quantitative,3.0,2.9017,ng/mL,-3.2753,2,2,134873.1,139440.1,0.96725,4.214,0,pass,-15.0,15.0,,synthetic:R00202:low_qc:2
R00202,mid_qc,quantitative,30.0,30.5955,ng/mL,1.9851,1,3,154676.0,151665.2,1.01985,4.192,0,pass,-15.0,15.0,,synthetic:R00202:mid_qc:1
R00202,mid_qc,quantitative,30.0,28.4652,ng/mL,-5.116,2,4,137075.7,144466.6,0.94884,4.215,0,pass,-15.0,15.0,,synthetic:R00202:mid_qc:2
R00202,high_qc,quantitative,80.0,78.9213,ng/mL,-1.3484,1,5,145849.4,147842.9,0.98652,4.205,0,pass,-15.0,15.0,,synthetic:R00202:high_qc:1
R00202,high_qc,quantitative,80.0,79.2036,ng/mL,-0.9954,2,6,149796.7,151302.8,0.99005,4.192,0,pass,-15.0,15.0,,synthetic:R00202:high_qc:2
